text,timestamp,favorite_count,followers,friends_count
"@ReadMoreScience And I-eye-eye, will always (dramatic pause) support youuuu

sorry, a bit of an ‘80’s flashback there",Tue Apr 07 01:06:34 +0000 2020,0,2764,3014
"RT @kkimmyshimmy: The final moons from my update 🌙

Tiger's eye + aquamarine 💙
Rose quartz + green tourmaline 💚

$50 each ✨
https://t.co/8E…",Tue Apr 07 01:06:01 +0000 2020,0,11164,1223
Drunk thoughts really be fuckin you up😂🤦🏽‍♂️🤷🏽‍♂️,Tue Apr 07 01:05:36 +0000 2020,0,367,341
I’m just ready for tailgates and Breakfast Club,Tue Apr 07 01:05:23 +0000 2020,2,65,137
@InRodITrust24 https://t.co/UQvssL2vhx,Tue Apr 07 01:04:50 +0000 2020,1,316,313
I am done wasting my thoughts &amp; energy on someone who had the nerve to straight up lie about me and continues to do… https://t.co/9WE0zVdpAm,Tue Apr 07 01:04:49 +0000 2020,0,437,1010
No matter where we are — in West Lafayette or learning/teaching remotely all over the world — we are still BOILERMA… https://t.co/RpLoeWQZFV,Tue Apr 07 01:04:41 +0000 2020,3,2857,888
@AvrilMHarder Coffee Crisp is the GOAT,Tue Apr 07 01:04:29 +0000 2020,1,214,208
@NPRMommy @Banana_Kins @GinnysHighJinx Welcome to my life,Tue Apr 07 01:03:48 +0000 2020,2,215,243
@Hannah00300 110% agree,Tue Apr 07 01:03:34 +0000 2020,0,65,137
@InRodITrust24 I’m coming for ya too https://t.co/KPzJ6VTtfj,Tue Apr 07 01:02:58 +0000 2020,1,316,313
"@kjay_lil_thief Lol HMU if you wanna play I got the same game😂😂 I’m  always here for you brother, I would kill to n… https://t.co/wOFoa7P8mL",Tue Apr 07 01:02:55 +0000 2020,0,367,341
If @whoisaddison likes this it means there gotta be a girl out there that likes me🤷🏻‍♂️🙄,Tue Apr 07 01:02:52 +0000 2020,0,713,750
"In 1918, as World War I persisted, 'the variety of foods in the diet (are limited, and) milk becomes more important… https://t.co/wpk8GFCEx6",Tue Apr 07 01:02:21 +0000 2020,0,21,0
"will probably never see it but a thompson, hunter, sasha, nojel, and wheeler lineup would be very entertaining",Tue Apr 07 01:02:18 +0000 2020,3,852,596
RT @PurdueBookstore: We are deeply saddened by the passing of a Purdue great. President Beering will forever be remembered as an important…,Tue Apr 07 01:01:54 +0000 2020,0,1777,124
RT @BallGame_SWISH: With jobs and shit shutting down I hope y’all hustle hand right,Tue Apr 07 01:01:39 +0000 2020,0,737,682
"“If you know something is hurting someone else, you shouldn’t WANT to invoke that pain on them” 👏🏻👏🏻 https://t.co/vwRJCyS4yN",Tue Apr 07 01:01:30 +0000 2020,0,528,1522
@macyannette123 https://t.co/bMfN5D1ffw,Tue Apr 07 01:01:30 +0000 2020,1,316,313
"RT @RayDaTruth_: @MikeSanchize This is it, Chief.",Tue Apr 07 01:01:28 +0000 2020,0,3086,1309
RT @MrsAbbyLaufman: Every giant leap starts with one small step. #onlypurdue @PurdueEDU @LifeAtPurdue 🖤💛 https://t.co/eNcJhvQWZZ,Tue Apr 07 01:01:18 +0000 2020,0,384,104
@HHSPrincipal10  #happybirthdaytoyou,Tue Apr 07 01:01:11 +0000 2020,1,101,316
"""وفي هذا الفجر .. سهل امري، وحقق مطلبي،
وسخر لي ما هو خير، فـ أنت الميسر وانت المسهل يا أرحم الراحمين.""",Tue Apr 07 01:01:08 +0000 2020,0,157,122
Can't wait to see these Raiders on the field this fall! https://t.co/eCuemd8Pns,Tue Apr 07 01:01:07 +0000 2020,2,192,9
"RT @PurdueBaseball: @NCAACWS Alexander Field, the home of the #Boilermakers since the fall of 2012. #BoilerUp

https://t.co/jjZQa4UtyM http…",Tue Apr 07 01:01:07 +0000 2020,0,711,1923
@InRodITrust24 https://t.co/ad4ko7SaO5,Tue Apr 07 01:00:59 +0000 2020,1,316,313
Meet Brett! Brett is a freshman at Purdue University majoring in Actuarial Science. Brett’s favorite part about tak… https://t.co/SIh7d2YoUR,Tue Apr 07 01:00:55 +0000 2020,0,711,284
@courtney_arnott 💗💗,Tue Apr 07 01:00:51 +0000 2020,1,263,240
@Curufean https://t.co/1nC9FV5RPM,Tue Apr 07 01:00:16 +0000 2020,0,45,258
@SalyerLucy we are managing.  Miss M *hates online classes so she is majorly stressed out. so hard to watch her hav… https://t.co/xQqpU9K1aG,Tue Apr 07 01:00:01 +0000 2020,0,1301,1537
@MLBRandomStats Choo choo,Tue Apr 07 00:59:47 +0000 2020,0,49,526
RT @JessaParn: !Presidente! https://t.co/azHd3c5Fxi,Tue Apr 07 00:59:39 +0000 2020,0,6277,999
@IronMaiden I was around ten. My brother was a fan and told me to actually listen to the words. I sat silently outs… https://t.co/ORsln4AHnd,Tue Apr 07 00:59:38 +0000 2020,0,34,139
"@ChuckWendig Cheeky chooks. It's a free game on steam and you make a chicken farm. 

OR

The good time garden. You… https://t.co/guRGJcFDne",Tue Apr 07 00:59:25 +0000 2020,0,246,779
@JenMsft Hope you are having a great one!  We're all here with you in spirit.  😀,Tue Apr 07 00:59:08 +0000 2020,1,283,260
Absolute lunatics @hopovictor @_vandemoo @edwardibia @Olawalz https://t.co/RlUISx6zdI,Tue Apr 07 00:57:59 +0000 2020,0,377,529
@Khad3ja @AcademicChatter Second  - if it's an asynchronous recording - don't try to make it perfect. Keeping it re… https://t.co/KVPZ9TVGiX,Tue Apr 07 00:57:38 +0000 2020,3,34,180
"@PurdueNutrition Congratulations, Dr. Hill Gallant!  We will always be so proud you were part of @PurdueHHS.",Tue Apr 07 00:57:12 +0000 2020,0,285,250
@SAH_Chemistry Thank you Sarah!  It was a delight and pleasure to work with you!  #DigitalBadging #Bradythedog,Tue Apr 07 00:56:50 +0000 2020,0,530,53
"RT @jnessy_: amrik sita paksa masker yg dikirim dari pabrik 3M di asia tenggara ke negara2 di eropa padahal udah dibayar, sementara itu pab…",Tue Apr 07 00:56:41 +0000 2020,0,304,210
Zoomin with mah friend https://t.co/wq8ummM7NZ,Tue Apr 07 00:56:38 +0000 2020,0,0,7
"@Khad3ja @AcademicChatter If you can, keep your face on the screen (i.e., don't just show the powerpoint slide - in… https://t.co/gPHa1wl9BT",Tue Apr 07 00:56:30 +0000 2020,5,34,180
"RT @kkimmyshimmy: The final moons from my update 🌙

Tiger's eye + aquamarine 💙
Rose quartz + green tourmaline 💚

$50 each ✨
https://t.co/8E…",Tue Apr 07 00:56:27 +0000 2020,0,118,303
@fistblue @NYeoman He graduates in May. What if this isn't about Purdue but about his education? Wild thought I kno… https://t.co/0buWKc03lD,Tue Apr 07 00:56:17 +0000 2020,1,2714,1257
"RT @PurdueBaseball: @NCAACWS Alexander Field, the home of the #Boilermakers since the fall of 2012. #BoilerUp

https://t.co/jjZQa4UtyM http…",Tue Apr 07 00:56:12 +0000 2020,0,18350,879
"@MikeSanchize This is it, Chief.",Tue Apr 07 00:56:06 +0000 2020,0,598,566
"RT @kkimmyshimmy: These are the last pieces left from my update yesterday ☀️🌙✨

Thank you guys SO much for all of the love and support I am…",Tue Apr 07 00:56:04 +0000 2020,0,118,303
@PattiMurphyLang @PurdueChemistry Thank you!  I still think of all my colleagues and friends at Ball State often.… https://t.co/UiK5V1Ty5f,Tue Apr 07 00:56:00 +0000 2020,1,530,53
RT @bug_gwen: In happier news: more cute kid art https://t.co/MWOuN3tYOG,Tue Apr 07 00:55:48 +0000 2020,0,2010,3279
@freakyenough Damn,Tue Apr 07 00:55:32 +0000 2020,0,1045,1247
RT @jconline: Steven Beering was Purdue president from 1983 to 2000. The university reported this evening that he died. Beering was 87 and…,Tue Apr 07 00:55:22 +0000 2020,0,5097,896
"@chillbrains Why the asterisk next to ""All Natural""??",Tue Apr 07 00:55:13 +0000 2020,0,252,291
RT @bug_gwen: In happier news: more cute kid art https://t.co/MWOuN3tYOG,Tue Apr 07 00:54:59 +0000 2020,0,535,292
RIP Thoughts and prayers to his family. His grandson of the same name is a talented Purdue junior who you’ll find s… https://t.co/dKLqpsNtMi,Tue Apr 07 00:54:42 +0000 2020,5,703,1352
SAUL GOODMAN FOR PRES,Tue Apr 07 00:54:31 +0000 2020,2,505,722
"Rudy
Remember the Titans
Miracle https://t.co/LUbwmiNqdk",Tue Apr 07 00:54:31 +0000 2020,0,709,631
I’m the queen of ‘it is what it is’ lmaoo ain’t shit phase me,Tue Apr 07 00:54:17 +0000 2020,3,259,242
Senior prom Val vs. pre-quarantine Val. I loved that prom dress 🥰 https://t.co/rmG3ej3f7m https://t.co/I8oHZZevoE,Tue Apr 07 00:54:07 +0000 2020,2,159,343
The ECC team is amazing! So compassionate; they truly care about every patient they treat. https://t.co/C9dxHSZHIR,Tue Apr 07 00:54:00 +0000 2020,1,283,260
@bettlejubs Melhor decisão :D,Tue Apr 07 00:53:54 +0000 2020,0,151,575
Updated scholarship chart and (very fluid) depth chart. Incoming freshmen are automatically at the bottom until pro… https://t.co/M17LLSgNe0,Tue Apr 07 00:53:49 +0000 2020,3,852,596
"Coach Carter
Remember the Titans
Glory Road https://t.co/IxKL1GrSko",Tue Apr 07 00:53:44 +0000 2020,9,10322,1668
"RT @DaveShondell: 4/6 update on Tom Schermerhorn, basically more of the same. Tom remains on ventilator at about 40% assistance. @WestNoble…",Tue Apr 07 00:53:41 +0000 2020,0,123,113
@purduewildlifer It seems like some of the blackberries are susceptible to winter injury in the N. part of the stat… https://t.co/TTlSsrsfAk,Tue Apr 07 00:53:27 +0000 2020,0,400,279
!Presidente! https://t.co/azHd3c5Fxi,Tue Apr 07 00:53:24 +0000 2020,3,1073,331
"RT @JayAkridge: No more school: Realistic ways for parents and families to cope, find balance while together at home https://t.co/tWD4zkFc8M",Tue Apr 07 00:53:20 +0000 2020,0,237,350
RT @Coach_RWallace: It’s a lifetime decision! #BoilerUp https://t.co/IJ0in7Pjvl,Tue Apr 07 00:53:09 +0000 2020,0,147,1182
"RT @Jo_Boileau: I always enjoy listening to @connorcarrick, but tonight he had a particular pearl of wisdom that I want to share. 

He said…",Tue Apr 07 00:52:57 +0000 2020,0,512,1545
Y'all are literally slobbering over a ghoul who just slashed medicaid during a global pandemic. The media is playin… https://t.co/AhR5AQxI3D,Tue Apr 07 00:52:54 +0000 2020,0,95,86
"RT @AmneMachin: coincidentally, I just found the only good philosophy thought experiment (Amie Thomasson, Making Ontology Easy) https://t.c…",Tue Apr 07 00:52:45 +0000 2020,0,463,282
We are deeply saddened by the passing of a Purdue great. President Beering will forever be remembered as an importa… https://t.co/jriom3ZXLu,Tue Apr 07 00:52:43 +0000 2020,11,2714,1257
"RT @AmneMachin: coincidentally, I just found the only good philosophy thought experiment (Amie Thomasson, Making Ontology Easy) https://t.c…",Tue Apr 07 00:52:24 +0000 2020,0,412,485
@JairRozenstruik @OnPointMMA @francis_ngannou @ufc @michaelbabb01 @TopNotchNL @NoahsArkLabel @AmericanTopTeam… https://t.co/zhqTdRrlwr,Tue Apr 07 00:52:05 +0000 2020,0,66,74
@DraconickGaming https://t.co/jDKu4cCaoq,Tue Apr 07 00:52:00 +0000 2020,1,142,325
"@3phasefootball A3: This is how we block perimeter. Communication is key. WR and Slot talk before snap, who is most… https://t.co/3Q6ZLr5fFM",Tue Apr 07 00:51:24 +0000 2020,0,1237,1186
"RT @PurdueEngineers: Persistence + expertise + equipment: @LifeAtPurdue faculty, staff and grad students are developing personal protective…",Tue Apr 07 00:50:50 +0000 2020,0,6544,6283
@drvholden Exactly!!,Tue Apr 07 00:50:35 +0000 2020,0,2146,651
"Exactly. Only Pell, the accusers, and God know the real truth. https://t.co/ugt8pIBZEd",Tue Apr 07 00:50:19 +0000 2020,2,681,724
Went for a walk in our neighborhood this evening and a neighbor came running out of his garage yelling “No sling! N… https://t.co/KzbUKfsKiW,Tue Apr 07 00:50:18 +0000 2020,6,6544,6283
RT @BlackDigitalHum: I'm sick thinking about all the Black people that are dying from #COVID19  &amp; other illnesses and are unable to have a…,Tue Apr 07 00:50:10 +0000 2020,0,1619,1085
"@morganar01 Ours isn’t until October, but I just got furloughed from work so there’s bigger priorities to think abo… https://t.co/QYPMaGDHVo",Tue Apr 07 00:50:01 +0000 2020,0,263,240
my mom texted me this super cute picture of their new fireplace that my dad built for her. His little jazz hands 🥺🤗… https://t.co/Cwt6lEEPRh,Tue Apr 07 00:49:57 +0000 2020,3,133,44
"RT @Jo_Boileau: I always enjoy listening to @connorcarrick, but tonight he had a particular pearl of wisdom that I want to share. 

He said…",Tue Apr 07 00:49:50 +0000 2020,0,30118,623
"RT @bug_gwen: Stick insects also like the Village People, although they struggled with the M in YMCA 🤔 https://t.co/wJrYFZIPcU",Tue Apr 07 00:49:41 +0000 2020,0,327,324
"@davidhollinrak1 @SyngentaUS Beyond thrilled to be a part of the comeback story, David!",Tue Apr 07 00:48:44 +0000 2020,1,1053,1038
"RT @DaveShondell: 4/6 update on Tom Schermerhorn, basically more of the same. Tom remains on ventilator at about 40% assistance. @WestNoble…",Tue Apr 07 00:48:34 +0000 2020,0,329,781
RT @baikauskas: A very similar message in my homily yesterday.,Tue Apr 07 00:48:15 +0000 2020,0,818,811
RT @PurdueCS: @kharel_aaditya Congratulations and welcome to #PurdueCS! 🚂🖤💛,Tue Apr 07 00:47:53 +0000 2020,0,61,181
My neighbor has a fire going outside. BEST. SMELL. EVER.,Tue Apr 07 00:47:50 +0000 2020,0,67,139
@_youhadonejob1 How do you pronounce SQNY????,Tue Apr 07 00:47:34 +0000 2020,1,39,84
Purdue President Emeritus Steven Beering remembered https://t.co/RSpogPvyJw,Tue Apr 07 00:47:31 +0000 2020,1,2857,888
@YahooSports Madden and Michaels go together ... and then give me Gus Johnson! PURE!,Tue Apr 07 00:47:12 +0000 2020,0,307,637
@drvholden Yes! I'm worried about this!,Tue Apr 07 00:47:07 +0000 2020,0,2146,651
"RT @TripImprover: A 21-year old Francesco Hayez painted this luminous scene of Rinaldo and Armida in 1812. 

It is a 16th-century story abo…",Tue Apr 07 00:47:05 +0000 2020,0,786,525
@tsludwig 🙏 and thanks for sharing.,Tue Apr 07 00:46:44 +0000 2020,1,1742,3491
@hoosierdocsams @IUBloomington I mentioned yesterday to my daughter and wife that we should make a reservation… https://t.co/J2m4GvBTMw,Tue Apr 07 00:46:43 +0000 2020,0,6544,6283
@wjameswolf @LitCoachB That pic is saved to my camera roll to be used in a meme later!  😆,Tue Apr 07 00:46:26 +0000 2020,0,1656,1402
Damn this exam got me stressed 😔,Tue Apr 07 00:46:23 +0000 2020,0,312,273
My boyfriend makes essential worker money and now we have a “double decker tv” https://t.co/EiDR3d6HTV,Tue Apr 07 00:46:05 +0000 2020,3,450,319
I definitely overthink so much. But what’s life if you don’t think about the past and how it’s fomed who you are today?,Tue Apr 07 00:46:04 +0000 2020,1,417,381
@nerfherder18 I personally think people are helping now more than ever. At least it feels that way.,Tue Apr 07 00:45:50 +0000 2020,0,235,507
😢 Such a loss for the @LifeAtPurdue family. https://t.co/e6l6zAQrf2,Tue Apr 07 00:45:46 +0000 2020,2,221,232
@montemarkomusic @prodhaze1 @SunnyLaurent_ @SupaManley @GavinHadley @SojoBeats @anselynl1 @gavinhadley_ Ayy I can’t wait to listen to it 🤝🤝,Tue Apr 07 00:45:13 +0000 2020,0,487,328
@UUuzsya 回国要老实一点哦,Tue Apr 07 00:45:08 +0000 2020,0,428,799
"Right!?!  Great way to efficiently communicate, maintain accountability, and celebrate achievement!! https://t.co/775kn6LhOu",Tue Apr 07 00:45:04 +0000 2020,0,1656,1402
Habemus webpage! Un honor trabajar con uds @celenus83 @rossitavm @quezadandre @AbrilAF1 @Pacupe_1 @nell_arc… https://t.co/pBR9qMQOH2,Tue Apr 07 00:44:55 +0000 2020,2,194,607
Wow. What an interesting take. https://t.co/41ocm12Zni,Tue Apr 07 00:44:22 +0000 2020,2,221,232
"Taking advantage of an empty office to rip and replace an IDF. (@ Faith Church - @faithlafayette in Lafayette, IN) https://t.co/VJAREpk7zL",Tue Apr 07 00:44:12 +0000 2020,1,1548,2282
"RT @kkimmyshimmy: My shop update is now live 🌙

This is everything available!! Thank you guys so much for your support especially right now…",Tue Apr 07 00:43:29 +0000 2020,0,11491,2637
Twitter has this as a “recommended for you” tweet and I’m all “Finally somebody gets me” https://t.co/ixi0y7Rkju,Tue Apr 07 00:42:58 +0000 2020,4,6544,6283
@Forman Prophetstown? We saw one just like that on one of the trails. Hadn't seen one before.,Tue Apr 07 00:42:57 +0000 2020,0,221,232
"RT @purduepolsci: Congratulations, Professor Rosie Clawson, this year’s recipient of the Dean Helen B. Schleman Gold Medallion Award! Prese…",Tue Apr 07 00:42:32 +0000 2020,0,593,513
1900-1921: Professor Winthrop E. Stone was the president of Purdue University until he passed away in 1921. He died… https://t.co/iRTsW75j9A,Tue Apr 07 00:42:17 +0000 2020,0,21,0
This is probably one of the best things I’ve ever seen https://t.co/m0RqWDDQgc,Tue Apr 07 00:42:05 +0000 2020,0,238,110
"I always enjoy listening to @connorcarrick, but tonight he had a particular pearl of wisdom that I want to share.… https://t.co/55IqQh2msZ",Tue Apr 07 00:41:42 +0000 2020,13,593,513
Congratulations to #bcerobotics Bobcats Team A for making it to the #VEXIQ Fantasy Tournament! It will be fun to se… https://t.co/zHp2WZ4XXn,Tue Apr 07 00:41:26 +0000 2020,1,221,232
"So I’m standing in the kitchen opening a bottle of wine, minding my own damn business... and Alonso comes and grabs… https://t.co/R36S4NWOKX",Tue Apr 07 00:41:22 +0000 2020,1,419,514
"@BrandedMark @KennyMillz3 Oh, yeah well in the case my original statement stands",Tue Apr 07 00:41:11 +0000 2020,0,662,1068
Got to chat on Insta Live with @manubennett today! Such a trip and a great talk with him. So glad I got to connect… https://t.co/n1kXUCySjx,Tue Apr 07 00:41:09 +0000 2020,0,686,218
@FINALLEVEL I want to watch Ice T play Darksouls,Tue Apr 07 00:40:49 +0000 2020,0,103,174
@JoshuaL_12 @KennyMillz3 Yeah I think The Dive is the place we went first,Tue Apr 07 00:40:33 +0000 2020,0,104,230
@BoilerFootball @_jsparks12 Really enjoy the sparks of imagination! Gives me a break from reading and you’re making two new little fans!,Tue Apr 07 00:40:09 +0000 2020,1,19,93
"Steven Beering, Purdue president from 1983 to 2000, dies https://t.co/rcg9sTkZtA",Tue Apr 07 00:39:43 +0000 2020,0,8967,2541
Australian High Court quashes conviction of Cardinal Pell on sex offenses https://t.co/NhZVPMEyI0,Tue Apr 07 00:39:41 +0000 2020,0,19,218
"@KennyMillz3 Was that the first place you showed me, @BrandedMark ?",Tue Apr 07 00:39:20 +0000 2020,0,662,1068
one year ago I got my boy Rocky and he’s grown so much ❤️ https://t.co/khOX18685s,Tue Apr 07 00:39:19 +0000 2020,7,949,1146
Psalms of Lament - TRINITY UNITED METHODIST CHURCH https://t.co/XHQMWKqjHM,Tue Apr 07 00:39:11 +0000 2020,0,97,82
on god i'd climb back up those stairs and jump back down on that car cuz of that little girl screaming her head off https://t.co/VrIM4fJTVk,Tue Apr 07 00:39:01 +0000 2020,3,334,434
RT @RebelCue: @jonfavs Every media outlet should only ask voter suppression questions to @POTUS  @realDonaldTrump during the Corona Virus r…,Tue Apr 07 00:39:00 +0000 2020,0,7083,7789
@palaeoconnor @RobertCMahon I feel seriously underachieved now. I just have one! 💻,Tue Apr 07 00:38:46 +0000 2020,1,1426,966
"Due to the ongoing health concern with COVID-19, we hope to make our first public appearance in July of 2020 at an… https://t.co/obqvbKGnhX",Tue Apr 07 00:38:46 +0000 2020,0,0,0
kann Menschen einfach nicht ernst nehmen,Tue Apr 07 00:38:39 +0000 2020,8,674,225
RT @jconline: Steven Beering was Purdue president from 1983 to 2000. The university reported this evening that he died. Beering was 87 and…,Tue Apr 07 00:38:31 +0000 2020,0,219,383
"@MichaelBaysa me too, and I've had my PhD for 30 years . . . it's always hard work doing that kind of technical wri… https://t.co/qe94pJPC1t",Tue Apr 07 00:38:18 +0000 2020,1,1301,1537
RT @RDPvolleyball: Love to see our girls coming together (virtually) during this unexpected time!! Miss you all and can’t wait to see you a…,Tue Apr 07 00:37:58 +0000 2020,0,79,134
"@ty_barten @SyngentaUS Send the address, might already have it saved on Zillow",Tue Apr 07 00:37:31 +0000 2020,0,1053,1038
"@JediofGallifrey You probably look closer to the WoW guy in South Park, but you've chosen hunky David Tennant as yo… https://t.co/EqkRPnaUOF",Tue Apr 07 00:36:36 +0000 2020,0,13,82
@actordougjones Your hugs were the highlight of HorrorHound Weekend. Hope for more future hugs! #DougHugs https://t.co/Je9KLwUUcG,Tue Apr 07 00:36:19 +0000 2020,2,728,1088
@ReadMoreScience Sounds to me like you’re heading for a career in science writing.,Tue Apr 07 00:35:56 +0000 2020,2,2764,3014
"Big brand sunglasses 24-hour discount

@a_dee213 https://t.co/ShLyfyHm4A",Tue Apr 07 00:35:52 +0000 2020,0,1,23
RT @RDPvolleyball: Love to see our girls coming together (virtually) during this unexpected time!! Miss you all and can’t wait to see you a…,Tue Apr 07 00:35:48 +0000 2020,0,448,736
There was an implication in his reply that I can’t expect to function in the real world if I can’t “deal with confl… https://t.co/VJZFyE0zjy,Tue Apr 07 00:35:20 +0000 2020,4,1953,990
RT @bug_gwen: In happier news: more cute kid art https://t.co/MWOuN3tYOG,Tue Apr 07 00:35:18 +0000 2020,0,41,287
M*A*S*H time! https://t.co/HLyy8cObHh,Tue Apr 07 00:34:30 +0000 2020,0,777,994
@EricaLWilliams7 Keeping your father in my prayers!,Tue Apr 07 00:34:05 +0000 2020,1,2146,651
@FanDuel @FDSportsbook @PatMcAfeeShow all day,Tue Apr 07 00:33:30 +0000 2020,3,267,490
@AvrilMHarder Seriously lacking in Nanaimo bars,Tue Apr 07 00:33:17 +0000 2020,1,362,875
@_Mars_F @KatyMontgomerie https://t.co/534ZG2RFWi,Tue Apr 07 00:33:14 +0000 2020,0,195,345
At $1.5 trillion a month the United States should have just covered all Payroll and made firing illegal during this catastrophe.,Tue Apr 07 00:32:43 +0000 2020,0,721,718
@david_tanenhaus they've been working to get to this day for decades. We cannot be surprised that they got here.,Tue Apr 07 00:32:27 +0000 2020,1,1301,1537
RT @jconline: Steven Beering was Purdue president from 1983 to 2000. The university reported this evening that he died. Beering was 87 and…,Tue Apr 07 00:32:14 +0000 2020,0,251,616
@3phasefootball A2. Not often if at all any more. QB Wrap out of pistol,Tue Apr 07 00:32:02 +0000 2020,0,1237,1186
Mine:🍑,Tue Apr 07 00:31:54 +0000 2020,1,342,229
14 Day Mobility Challenge Complete!! @thereadystate Gonna see how long I can keep this streak going.  #habits,Tue Apr 07 00:31:50 +0000 2020,0,432,294
"We’re closing in on our 8,500th game review. We’re celebrating this milestone by giving away a copy of whatever tha… https://t.co/JiHebMGcIZ",Tue Apr 07 00:31:47 +0000 2020,0,58,1
Eu ignorando o TCC que eu tenho pra fazer. https://t.co/tDzVMsLkkH,Tue Apr 07 00:31:41 +0000 2020,2,171,130
RT @RebelCue: @jonfavs Every media outlet should only ask voter suppression questions to @POTUS  @realDonaldTrump during the Corona Virus r…,Tue Apr 07 00:31:40 +0000 2020,0,19,50
@jonfavs Every media outlet should only ask voter suppression questions to @POTUS  @realDonaldTrump during the Coro… https://t.co/e7MdkonEvq,Tue Apr 07 00:31:36 +0000 2020,4,19,50
"Thor: Ragnarok, Dark Knight and Winter Soldier. https://t.co/AiLgv0zVCA",Tue Apr 07 00:31:12 +0000 2020,0,728,1088
"@ConnerMcNeely Thanks, Conner!",Tue Apr 07 00:31:12 +0000 2020,1,1656,1402
Okay but what about her net worth https://t.co/4IQDFxz9zA,Tue Apr 07 00:30:29 +0000 2020,3,568,704
